sofifa_id,short_name,long_name,age,overall,weak_foot,skill_moves,team_position,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
247180,Abdu Conté,Abdu Cadri Conté,21,67,2,3,SUB,76,46,52,65,65,74,63,40,59,59,39,64,71,30,35,65,75,76,68,66,66,70,70,73,76,35,72,63,48,40,43,56,65,67,65,14,15,8,14,15
251326,Alex Bermejo,Alex Bermejo Escribano,20,67,3,2,SUB,70,63,65,66,52,59,55,65,49,70,51,68,63,57,66,63,73,67,70,64,65,66,59,65,60,59,48,47,62,66,63,71,49,58,56,12,7,8,10,13
251751,S. Agouzoul,Saad Agouzoul,21,67,3,2,SUB,58,38,53,51,67,68,42,34,68,62,33,47,49,34,54,58,54,61,45,63,50,46,70,58,74,39,64,68,41,52,44,66,66,66,65,10,13,13,9,7
251756,R. Nteka,Randy Nteka,21,67,2,3,LS,71,64,61,69,62,74,54,65,62,65,59,68,57,44,62,69,74,68,75,60,73,69,68,74,72,59,78,63,69,64,50,69,59,65,63,5,6,14,11,15
251804,S. Dest,Sergiño Dest,18,67,4,3,SUB,85,48,61,74,61,61,65,47,54,66,41,73,62,38,54,73,86,85,85,65,72,58,73,66,55,43,69,60,62,59,39,66,61,65,62,11,10,10,15,15
222154,B. Carvallo,Bryan Andrés Carvallo Utreras,22,67,3,3,RES,75,59,60,72,27,48,51,63,40,63,38,71,40,58,61,70,74,75,87,58,79,62,57,65,42,57,37,30,61,66,45,49,27,22,21,16,6,9,14,14
222514,F. Woodman,Freddie Woodman,22,67,2,1,GK,,,,,,,14,16,20,26,16,17,15,13,26,22,43,47,38,65,37,44,48,30,46,14,32,28,12,37,20,54,10,21,20,66,64,59,66,68
224021,S. Ojo,Oluwaseyi Babajide Ojo,22,67,3,3,RF,78,60,61,70,31,56,63,64,44,64,44,72,59,50,58,68,80,77,70,64,66,56,32,52,65,56,44,28,67,57,65,58,26,33,32,12,10,6,10,16
224842,G. Docherty,Greg Docherty,22,67,3,3,RES,66,56,65,68,59,73,55,55,58,71,52,68,57,53,65,68,64,68,74,57,69,60,75,80,70,54,72,56,59,67,53,62,57,63,60,11,16,8,12,13
230835,J. Drolè,Jean Armel Drolè,21,67,2,3,SUB,92,59,56,68,32,66,62,64,44,58,45,67,44,40,47,65,91,92,89,56,68,65,60,80,66,44,52,30,65,60,55,67,38,23,29,8,11,6,8,6
230975,D. Vergara,Duván Vergara,22,67,3,3,LAM,74,63,54,69,31,66,53,67,42,56,52,71,41,27,49,64,75,73,79,65,66,55,53,91,65,61,42,38,70,67,61,63,45,12,17,9,6,9,7,13
232413,A. Dijksteel,Anfernee Dijksteel,22,67,2,2,SUB,73,34,57,65,64,75,56,26,54,69,30,63,37,33,64,67,75,72,67,62,65,54,73,77,74,33,74,59,29,42,43,56,69,66,65,9,6,10,15,13
233315,S. Clare,Sean Clare,22,67,3,3,LCM,72,63,65,65,44,62,60,62,67,67,54,65,65,50,65,70,73,72,68,53,39,63,66,60,67,63,50,37,66,71,75,51,36,46,50,6,5,8,10,10
233957,S. Field,Sam Field,21,67,3,2,SUB,60,54,65,64,62,66,52,52,63,76,47,62,51,47,75,67,65,56,59,62,68,68,58,75,61,44,67,57,55,61,54,77,62,65,63,12,9,7,13,10
234903,G. Coucke,Gaëtan Coucke,20,67,3,1,GK,,,,,,,8,6,13,31,8,6,12,11,30,13,40,37,46,65,34,47,62,31,58,4,24,10,5,34,15,27,15,11,14,66,66,62,65,68
235370,Yago,Yago César da Silva,22,67,5,4,SUB,88,62,59,71,32,44,53,63,54,61,59,72,78,32,64,66,88,88,84,60,76,60,46,56,43,64,30,38,56,62,68,56,35,21,21,12,9,10,8,15
235916,V. Mantovani,Valerio Mantovani,23,67,2,2,RCB,57,25,40,49,68,72,25,20,63,57,28,41,28,31,41,55,60,55,57,55,68,36,79,73,71,21,69,65,30,29,39,50,67,72,68,12,8,8,6,11
236938,M. Wilks,Mallik Wilks,20,67,3,3,LM,83,63,54,70,21,67,57,64,45,58,52,72,48,32,41,66,85,81,73,63,76,65,57,72,65,64,67,14,65,60,56,60,22,18,17,14,11,5,9,9
237840,M. Andersen,Magnus Kofod Andersen,20,67,3,3,LCM,71,53,64,69,52,61,49,54,45,72,42,67,58,43,67,71,75,67,77,61,78,56,67,69,62,53,47,51,60,70,45,71,58,52,45,12,10,11,9,6
237982,Y. Guzmán,Yeison Estiven Guzmán Gómez,21,67,3,2,CAM,75,55,61,73,30,43,52,61,48,62,44,73,54,62,54,74,79,71,75,53,91,51,70,53,37,48,38,14,62,73,55,69,54,17,13,8,13,9,15,10
239464,T. Galdames,Thomas Galdames,20,67,3,2,LCB,62,50,59,51,66,70,61,44,66,70,29,45,37,30,58,56,62,62,59,57,63,66,71,66,71,52,71,56,49,51,45,57,70,69,61,12,9,6,6,13
241171,A. Obispo,Armando Obispo,20,67,2,2,LCB,76,37,54,52,64,73,32,31,64,69,37,39,36,43,69,62,74,77,72,63,62,54,77,68,77,35,70,61,29,45,39,56,66,64,62,12,14,11,8,8
241741,A. Ouahim,Anas Ouahim,21,67,3,3,LM,77,56,61,72,36,52,58,57,48,66,56,71,64,59,56,69,79,75,83,67,87,61,57,72,44,48,46,29,57,59,56,65,34,35,48,13,13,12,9,13
242763,J. Ortíz,José Enrique Ortiz Cortes,20,67,3,2,SUB,71,25,41,45,67,67,26,21,72,55,26,38,21,26,48,46,73,70,54,63,68,38,80,62,71,17,62,64,23,34,38,59,72,64,63,6,8,7,5,5
243384,C. Munder,César Augusto Munder Rodríguez,19,67,3,3,RES,82,62,60,69,31,55,63,65,51,63,42,68,47,36,62,67,79,84,85,56,78,65,55,70,57,61,33,20,62,57,47,57,32,32,26,14,13,7,10,9
243447,L. Necul,Lucas Misael Necul,19,67,3,3,SUB,77,57,66,72,45,51,56,52,46,72,60,73,81,57,68,71,77,77,80,53,79,70,61,58,49,55,47,41,57,61,48,63,45,47,49,14,7,10,11,7
244753,J. Keita,Jules Keita,20,67,3,3,SUB,89,62,53,73,32,44,52,66,41,55,54,73,57,49,49,67,91,87,90,62,91,60,55,60,33,57,47,29,56,55,60,66,32,31,34,14,12,15,9,8
245158,L. Suárez,Luis Javier Suárez,21,67,4,3,LM,83,66,60,67,33,70,70,65,62,58,63,68,70,60,51,64,82,83,71,60,67,69,59,68,71,66,72,31,66,57,73,58,26,33,28,6,8,13,11,6
245857,I. Abass,Issah Abass,20,67,4,3,SUB,86,66,50,70,27,67,48,67,44,62,64,71,57,41,37,65,89,84,78,62,78,73,74,63,63,60,78,23,64,43,59,54,24,27,30,14,14,6,7,11
246949,Victor Campuzano,Víctor Campuzano Bonilla,22,67,3,2,SUB,76,67,57,66,19,60,58,71,59,62,60,65,58,27,59,64,78,75,71,64,75,64,71,60,62,62,51,16,67,55,61,61,12,15,13,14,12,6,11,7
251616,David Carmo,David Mota Teixeira Carmo,19,67,2,2,SUB,33,28,40,34,67,68,29,23,67,54,28,26,33,25,38,45,32,33,32,62,31,42,30,38,83,23,76,66,22,31,38,56,68,70,61,10,7,9,14,15
252141,D. Janošek,Dominik Janošek,21,67,4,2,RES,72,62,63,65,61,67,51,54,61,69,52,63,43,58,66,67,71,72,73,63,63,77,71,64,65,73,73,64,56,68,48,69,57,63,62,14,14,6,7,9
166539,D. Etienne Jr.,Derrick Etienne Jr.,22,67,3,4,SUB,83,60,58,73,36,61,58,62,40,59,55,75,65,40,53,68,86,81,85,60,78,67,67,64,57,50,66,42,62,64,53,55,50,23,21,7,10,6,6,5
211166,J. Whatmough,Jack Whatmough,23,67,3,2,RES,67,26,47,50,66,74,27,24,65,57,24,41,26,27,63,56,65,69,68,61,55,34,81,72,78,26,64,62,22,50,25,66,67,67,65,15,9,15,16,8
213954,A. Mitryushkin,Anton Mitryushkin,23,67,3,1,SUB,,,,,,,11,17,14,27,16,20,17,15,22,19,30,41,31,63,51,50,60,25,68,14,33,16,13,50,23,58,25,16,19,68,64,66,69,65
218660,J. Sims,Joshua Sims,22,67,4,3,RES,80,60,61,72,31,47,61,62,42,66,54,73,58,45,57,68,84,77,83,63,80,64,34,54,48,53,37,20,61,59,67,62,33,31,36,10,10,13,11,9
221350,T. Ambrose,Thierry Ambrose,22,67,2,4,SUB,81,65,58,66,29,68,66,67,69,64,49,65,48,31,53,67,78,83,74,55,72,73,87,76,76,55,34,19,66,52,65,51,30,21,29,9,11,16,11,7
223979,Paolo Fernandes,Paolo Fernándes Cantin,20,67,3,4,LF,77,64,60,74,35,46,56,61,38,65,62,73,74,55,49,74,80,74,83,55,80,68,45,68,37,70,42,33,58,62,60,68,39,34,26,14,15,7,15,8
224301,K. Świderski,Karol Świderski,22,67,3,3,SUB,66,69,54,65,30,68,50,71,55,57,58,64,61,35,54,65,69,64,74,64,57,70,56,74,76,68,44,33,67,54,69,65,31,21,19,14,12,11,12,7
225203,L. Kelly,Liam Kelly,23,67,3,1,SUB,,,,,,,13,20,16,34,16,15,22,20,35,25,31,46,53,54,45,54,48,32,37,20,31,24,15,19,13,38,15,14,13,68,65,72,68,69
226098,F. Del Sole,Ferdinando Del Sole,21,67,3,3,RES,72,59,64,71,37,37,62,56,33,66,41,72,68,66,60,72,74,70,76,57,63,65,47,47,32,70,32,47,61,64,41,57,41,36,14,10,16,16,7,11
229288,R. de Boer,Rody de Boer,21,67,3,1,SUB,,,,,,,17,15,12,22,17,19,20,15,23,18,47,20,30,68,54,46,58,32,58,18,25,25,11,25,31,52,9,14,18,70,63,61,60,70
229650,C. Gutiérrez,Cristián Daniel Gutiérrez Zúñiga,22,67,2,2,SUB,79,47,62,64,62,68,66,37,62,65,37,64,50,51,64,62,76,82,70,65,65,57,71,75,73,56,46,62,63,56,47,61,60,65,63,14,6,7,13,12
229911,M. Kenlock,Myles Kenlock,22,67,3,3,LB,76,32,54,68,67,71,70,26,64,61,34,69,36,30,60,65,75,77,73,48,77,39,86,71,69,29,73,62,63,32,36,65,65,72,68,13,11,12,11,5
231848,Q. Boisgard,Quentin Boisgard,22,67,3,3,SUB,63,58,69,67,44,60,64,57,48,74,60,68,62,53,72,68,63,63,65,61,68,61,57,68,57,56,59,32,65,67,53,65,47,47,45,13,5,8,9,7
233413,Verdasca,Diogo Sousa Verdasca,22,67,3,2,SUB,67,36,49,55,64,77,33,24,64,61,30,49,37,34,61,60,65,68,62,60,60,64,88,75,78,33,73,63,31,41,47,58,68,62,63,13,7,14,5,7
233487,R. McGree,Riley McGree,20,67,3,3,LCM,79,62,65,71,56,67,62,63,48,66,58,70,65,55,64,69,79,79,80,62,75,64,58,75,63,58,68,60,68,68,61,70,57,57,52,12,9,5,8,13
233812,A. Lucoqui,Anderson Lucoqui,21,67,4,2,SUB,77,44,62,67,61,72,69,32,56,68,37,67,48,35,61,63,76,78,75,64,74,59,67,79,67,52,75,60,63,54,38,58,59,65,62,10,9,7,9,12
234300,L. Lappalainen,Lassi Lappalainen,20,67,3,3,SUB,82,60,58,69,41,61,60,65,53,61,45,69,58,39,53,68,80,83,73,62,76,58,61,69,64,54,43,42,64,61,54,65,53,34,12,7,14,6,6,9
234824,Y. Wissa,Yoane Wissa,22,67,3,3,SUB,84,67,58,68,22,63,61,67,52,59,63,69,43,41,57,61,81,86,80,65,72,74,68,66,63,61,60,10,67,62,67,64,24,21,16,14,7,6,8,15
235022,N. Schmidt,Niklas Schmidt,21,67,3,3,SUB,57,65,67,67,48,67,62,57,50,70,55,67,59,67,66,71,51,62,54,67,68,83,51,66,76,72,50,32,59,69,62,64,56,46,55,6,11,14,7,10
235059,L. Thomas,Luke Thomas,20,67,2,3,RM,82,52,58,71,35,59,64,52,45,56,38,71,58,59,49,67,81,83,79,62,83,50,69,68,49,53,70,33,68,61,55,59,47,24,22,5,14,12,7,8
235338,Marlon,Marlon Rodrigues Xavier,22,67,2,3,LB,79,50,59,71,62,66,70,54,43,65,41,72,68,66,61,70,77,81,72,62,70,56,60,70,64,35,65,64,70,31,45,60,66,64,61,11,13,12,8,9
235405,D. O'Shea,Dara O'Shea,20,67,3,2,SUB,65,33,49,50,67,71,34,30,65,62,30,45,37,28,56,53,64,66,55,54,61,48,75,70,75,22,60,65,34,42,45,59,67,69,66,13,8,7,7,10
236247,H. Kane,Herbie Kane,20,67,3,3,RES,71,59,63,65,55,60,46,60,56,72,47,62,45,49,67,67,69,72,67,66,78,63,59,69,54,59,66,54,59,67,55,59,49,59,62,11,12,6,14,9
237425,Jang Gyeol Hee,Gyeol hee Jang,21,67,4,3,RES,71,55,63,68,57,57,71,64,51,66,32,67,43,44,64,70,73,70,63,66,78,49,65,63,57,48,47,52,55,57,49,51,56,62,65,14,15,11,7,11
237662,B. Lennon,Brooks Lennon,21,67,3,3,RB,72,61,65,66,61,68,71,58,62,66,48,65,69,44,62,66,70,74,66,63,69,69,77,85,61,59,64,60,64,66,66,61,63,61,60,6,6,10,8,7
237973,K. Kuchaev,Konstantin Kuchaev,21,67,4,3,RES,78,58,64,70,51,60,67,62,52,68,49,70,58,52,55,71,83,73,70,62,64,66,57,68,52,44,71,38,63,67,51,62,60,53,46,9,8,10,12,9
238062,B. Baningime,Beni Baningime,20,67,3,2,RES,55,46,64,65,65,61,51,36,55,73,37,66,45,47,66,62,53,57,64,64,70,61,63,62,58,55,66,69,45,68,48,71,66,65,68,9,14,10,12,14
239028,A. Koita,Aboubakary Koita,20,67,4,3,RM,84,57,61,73,36,53,62,57,32,61,54,73,59,57,60,68,87,81,88,58,82,61,79,52,54,56,47,29,58,60,46,61,42,36,39,14,8,8,14,6
239049,O. Azubuike,Okechukwu Azubuike,22,67,3,2,SUB,69,43,61,63,64,64,52,33,57,72,33,61,34,60,70,61,70,69,72,65,75,55,56,77,62,61,53,71,28,53,38,49,58,69,63,12,8,5,6,13
239307,R. D'Haese,Robbie D'Haese,20,67,3,3,RW,78,57,64,70,35,49,68,62,38,68,64,68,44,46,66,72,79,78,75,57,72,63,70,64,44,38,37,21,67,60,48,65,45,31,39,6,10,7,11,14
239350,S. Dembele,Siriki Dembele,22,67,3,4,LM,83,54,61,69,30,44,65,58,36,61,37,69,48,55,54,68,85,82,71,53,88,56,35,59,42,45,33,30,58,68,53,56,19,38,32,6,10,12,8,11
240922,Escriche,Daniel Escriche Romero,21,67,3,2,ST,68,66,51,65,35,54,35,70,69,63,59,64,49,46,40,68,69,67,61,64,69,64,68,64,56,61,32,23,65,55,64,49,55,17,14,12,8,11,13,10
241179,Cristian Rivero,Cristian Rivero Sabater,21,67,3,1,RES,,,,,,,14,7,10,22,9,8,11,14,23,17,25,29,38,62,40,47,65,23,55,8,24,15,6,34,18,47,14,10,11,71,60,62,62,73
241210,Y. Clementia,Yannis Clementia,21,67,2,1,SUB,,,,,,,14,9,12,29,6,11,21,11,31,23,36,37,44,57,34,50,55,28,65,7,25,10,8,32,12,41,10,15,18,67,66,66,64,70
241829,Lucas,Lucas de Souza Cunha,22,67,3,2,RES,59,33,39,47,67,69,28,28,64,53,29,41,29,35,37,47,55,62,61,61,57,46,76,60,72,29,70,65,28,32,42,57,66,69,66,8,9,6,12,9
242490,S. Gómez,Sebastián Gómez Londoño,23,67,3,3,LDM,59,57,59,65,63,68,40,51,43,72,34,63,38,38,66,66,62,56,66,62,70,68,67,79,65,69,60,60,52,58,54,63,71,65,59,11,8,14,13,6
243011,S. Guzmán,Sebastián Felipe Guzmán Mendoza,22,67,3,2,RDM,69,47,63,63,62,69,53,30,46,69,37,58,50,32,65,69,68,70,66,66,68,63,64,74,70,66,62,62,56,72,59,66,64,67,58,9,6,11,12,12
243521,I. Erquiaga,Iván Erquiaga,21,67,3,3,SUB,78,47,61,68,63,62,69,48,69,68,42,68,38,32,66,67,78,78,72,61,74,47,66,70,59,39,59,59,67,48,47,65,61,65,64,12,10,11,10,8
244210,Jimmy,Jaime Suárez Juesas,22,67,2,3,SUB,67,43,64,66,62,56,53,38,34,70,40,64,64,46,68,67,66,68,66,68,79,52,56,76,44,45,60,66,56,67,41,70,63,66,64,14,9,13,11,6
245124,D. Jovanović,Djordje Jovanović,20,67,4,3,RES,67,68,56,64,22,61,47,70,69,62,68,64,66,61,39,68,65,69,61,58,60,63,64,58,74,68,31,18,64,61,68,65,19,15,16,7,9,12,14,9
245810,W. Ditta,Willer Ditta,22,67,3,2,RCB,57,24,46,51,62,78,25,22,66,62,27,46,24,22,57,58,55,59,49,62,60,32,79,69,83,20,74,65,25,40,31,68,57,65,61,14,6,7,15,8
246298,K. Sidibé,Kalidou Sidibé,20,67,3,2,SUB,51,45,56,58,66,72,43,41,65,69,38,56,42,41,59,65,52,50,48,62,54,62,57,68,75,37,72,68,42,52,48,55,63,68,65,6,10,10,15,14
246732,A. Loba,Aké Loba,21,67,3,3,ST,80,65,54,69,21,67,42,69,61,65,51,68,45,41,53,67,81,79,82,60,64,65,68,74,70,57,49,15,62,53,72,59,20,14,16,7,7,7,8,13
250818,Anderson Oliveira,Anderson Oliveira Silva,21,67,4,2,SUB,59,66,57,64,26,63,58,70,63,61,58,63,55,56,44,66,61,57,59,68,58,67,62,52,75,60,45,20,66,59,61,63,24,22,21,12,5,14,9,14
250839,J. Pretell,Jesús Pretell,20,67,3,2,,68,50,65,63,63,65,57,37,65,73,48,59,60,62,70,66,67,69,69,60,79,66,63,81,57,59,66,59,54,56,60,68,65,63,66,6,15,7,8,13
214701,T. Asta-Buruaga,Tomás Pablo Astaburuaga Montoya,22,67,2,2,RCB,64,42,48,50,67,71,56,37,63,56,37,45,35,41,41,55,60,67,64,58,38,51,73,74,72,45,63,60,42,37,46,52,71,70,68,15,9,14,12,15
215195,S. Svendsen,Sander Svendsen,21,67,4,3,RS,82,65,62,68,37,62,63,66,59,65,64,65,65,55,54,66,84,80,80,61,87,65,90,77,55,65,52,33,64,62,59,66,38,34,30,6,11,6,10,12
220693,João Afonso,João Afonso Crispim,24,67,3,2,LCM,63,45,56,63,67,71,46,36,66,67,42,62,41,46,57,65,63,63,56,73,60,59,73,78,68,49,69,65,54,50,55,56,67,68,64,9,6,10,14,7
220940,C. Brannagan,Cameron Brannagan,23,67,3,2,LDM,63,62,69,64,61,67,67,58,53,70,52,63,70,73,67,63,62,64,69,63,67,74,62,68,63,65,75,61,61,68,53,65,58,65,64,12,7,8,8,12
221908,L. Morgan,Lewis Morgan,22,67,5,3,LM,83,64,61,70,32,55,61,63,41,60,47,72,60,67,56,66,86,81,85,49,67,66,51,68,53,70,46,26,63,65,51,59,30,35,32,14,6,8,7,13
222263,N. Jackers,Nordin Jackers,21,67,2,1,RES,,,,,,,13,17,15,27,14,12,15,18,24,15,41,46,48,62,52,46,63,28,51,19,21,8,12,32,28,27,18,15,12,68,65,61,63,70
222922,J. Hesketh,Jake Hesketh,23,67,3,3,RES,65,53,69,72,40,45,62,54,51,74,47,71,61,60,64,71,69,62,78,61,85,53,67,56,36,52,49,28,54,73,59,70,30,53,46,13,11,10,10,12
222937,B. Close,Ben Close,22,67,4,3,CAM,72,60,65,66,62,62,57,56,55,72,66,63,58,54,67,69,76,69,73,62,71,63,62,77,59,65,53,62,60,64,50,75,64,63,59,14,8,9,12,10
223756,M. Schulz,Marvin Schulz,24,67,3,2,CAM,61,62,59,64,66,72,51,61,62,64,52,65,55,55,66,64,54,67,64,61,65,66,63,74,74,67,66,64,54,54,54,57,65,69,67,13,11,13,13,13
224388,J. Gómez,Jefferson José Gómez Genes,23,67,3,2,RES,50,30,45,57,64,75,25,18,69,57,40,56,24,26,54,58,49,50,55,59,56,51,82,63,81,31,74,65,35,49,33,65,58,67,62,8,9,13,15,9
225266,M. Rasmussen,Mathias Rasmussen,21,67,3,3,LB,75,56,67,70,54,58,70,53,54,68,37,69,66,56,64,70,78,72,77,61,83,62,84,65,54,62,53,42,60,65,48,65,57,56,59,14,15,14,12,15
225572,O. Albornoz,Omar Albornoz,23,67,2,2,SUB,76,38,57,60,63,68,66,48,58,64,27,55,48,26,47,65,72,80,72,65,60,22,72,82,69,31,48,62,45,53,39,62,63,64,62,7,13,15,10,14
226130,F. Miguel,Florian Miguel,22,67,2,2,LB,67,49,62,64,67,71,67,52,59,65,40,63,56,39,59,64,65,68,66,67,67,50,71,64,77,44,66,70,56,59,41,66,67,66,68,8,11,8,16,8
227700,R. Gelmi,Roy Gelmi,24,67,3,2,RCB,74,45,54,42,63,74,35,49,65,69,60,27,39,27,65,52,73,75,58,67,70,59,75,77,76,24,67,64,36,49,38,62,57,66,68,12,6,15,15,10
227740,D. Arboleda,Danilo Arboleda,24,67,2,2,RCB,41,24,40,38,68,72,27,16,75,60,23,32,21,26,35,41,51,32,47,66,34,37,42,56,91,23,52,73,26,28,40,53,65,67,60,11,8,10,13,8
228759,K. Boto,Kenji-Van Boto,23,67,4,2,SUB,71,48,58,62,65,68,65,36,63,66,51,62,51,30,66,62,72,70,62,62,61,53,73,75,72,67,50,63,62,42,42,56,65,67,65,13,15,10,13,10
229536,H. Tijanovich,Horacio Gabriel Tijanovich,23,67,3,3,LS,78,66,59,68,35,61,55,71,52,64,52,67,55,47,55,68,78,78,75,62,72,64,75,63,61,61,56,24,67,62,58,61,59,17,19,12,5,5,14,7
230768,L. Clemenza,Luca Clemenza,21,67,4,3,RES,65,57,68,74,33,41,66,55,43,72,59,76,75,75,63,77,68,63,68,56,69,64,40,65,32,50,34,20,56,62,64,62,44,28,28,3,2,4,5,4
230882,J. Simpson,Jack Simpson,22,67,2,2,RES,56,37,50,54,66,71,40,31,67,59,37,51,43,36,54,57,55,56,50,63,57,54,71,64,75,32,69,65,34,45,45,54,66,67,66,8,6,5,8,6
232711,J. Stage,Jens Stage,22,67,3,3,SUB,75,60,65,67,60,68,66,59,62,68,48,66,55,53,65,70,72,78,67,62,68,64,61,75,70,60,54,63,69,62,52,70,54,62,60,11,12,5,10,6
232985,T. Kunimoto,邦本 宜裕,21,67,3,3,LM,79,60,67,70,42,69,59,58,46,72,58,71,55,50,70,70,83,76,69,58,71,67,70,65,75,58,57,47,59,70,63,66,28,49,46,6,12,11,9,8
233509,R. Miérez,Ramón Miérez,22,67,3,2,SUB,69,66,51,60,34,75,44,68,71,58,45,57,54,35,46,65,73,65,67,60,54,70,81,77,75,61,69,24,67,54,67,66,25,36,33,9,5,12,6,13
233705,J. Sørensen,Jacob Lungi Sørensen,21,67,3,3,RCM,66,55,61,67,63,70,50,55,60,68,64,65,63,42,63,68,66,66,73,68,67,57,69,85,67,50,57,64,64,63,42,64,62,66,61,14,9,14,11,6
233794,S. Edera,Simone Edera,22,67,3,3,SUB,64,66,63,72,39,38,64,64,52,65,62,74,69,55,58,72,65,64,69,60,74,69,45,45,34,70,39,18,62,65,60,56,56,32,34,10,11,14,9,14
233954,C. Calderón,Cristian Calderón,22,67,2,2,LB,86,40,54,65,63,60,58,42,55,62,27,62,34,35,58,66,81,90,71,69,74,37,58,69,56,33,60,57,60,42,47,51,66,65,66,7,12,9,8,10
234151,David Carmona,David Carmona Sierra,22,67,3,2,SUB,78,43,57,63,61,73,65,33,55,60,38,59,57,45,59,64,76,79,75,64,73,59,74,88,68,48,64,65,48,46,44,61,60,61,63,6,5,10,15,10
235464,J. Storey,Jordan Storey,21,67,3,2,SUB,67,26,41,48,68,68,22,22,64,59,35,41,21,28,48,55,65,68,50,63,54,38,70,67,73,21,57,70,26,33,32,54,67,70,66,7,6,13,10,13
235521,Carbonell,Alejandro Carbonell Vallés,21,67,3,3,RCM,65,63,64,70,61,57,59,66,57,69,49,69,59,51,67,71,66,65,75,63,76,62,56,64,57,66,48,62,63,64,49,54,61,62,55,5,5,12,12,14
235582,L. Badiashile,Loïc Badiashile Mukinayi,21,67,3,1,GK,,,,,,,10,8,16,55,8,18,13,11,47,25,32,42,42,60,35,49,62,42,67,6,25,15,6,45,12,48,13,16,17,67,65,65,65,69
235887,G. Tormin,Guevin Tormin,21,67,4,3,SUB,79,61,60,71,31,58,62,63,45,62,52,71,51,54,59,70,82,76,80,58,81,68,82,68,56,53,45,26,62,61,51,64,27,32,39,15,10,14,8,13
236556,M. Hongla,Martin Hongla,21,67,3,2,SUB,65,43,61,67,65,69,55,29,65,69,39,64,35,29,67,70,66,64,70,62,71,59,79,66,72,58,65,67,52,64,45,58,64,66,61,14,9,5,8,13
237321,M. Berisha,Mërgim Berisha,21,67,3,3,ST,71,64,54,66,30,70,49,70,59,59,64,65,59,49,42,67,67,74,67,63,61,64,64,68,79,52,50,28,64,57,66,49,29,24,22,10,5,10,7,6
238222,F. Beijmo,Felix Beijmo,21,67,3,2,RES,85,37,54,59,62,67,64,23,57,59,27,55,58,37,55,62,84,86,66,61,65,66,62,70,69,41,58,62,40,36,36,64,61,64,64,6,6,11,8,6
239351,A. Fuchs,Alexander Fuchs,22,67,3,3,RES,59,50,63,69,56,66,53,49,51,69,38,68,63,42,64,70,67,53,67,68,68,53,70,81,64,52,49,60,53,68,45,49,59,54,52,9,13,7,5,11
239397,B. Manu,Braydon Manu,22,67,4,4,SUB,93,58,54,72,35,63,53,60,42,59,52,74,45,37,50,63,93,93,87,61,90,62,83,73,54,50,69,33,61,58,54,60,31,39,31,8,10,14,8,10
240040,C. Holse,Carlo Holse,20,67,3,3,RM,82,59,61,70,31,56,60,59,35,62,55,69,64,62,58,67,84,80,83,58,78,59,81,70,51,59,46,25,61,60,51,54,41,25,22,6,8,10,12,6
240091,G. Vicario,Guglielmo Vicario,22,67,1,1,GK,,,,,,,11,6,11,27,7,12,14,10,27,14,25,27,31,60,32,45,48,18,52,5,17,15,8,44,13,51,23,11,13,66,66,60,66,69
241117,Borja Sánchez,Borja Sánchez Laborde,23,67,4,4,SUB,70,59,65,69,37,61,60,59,48,67,51,70,66,62,65,70,71,70,73,60,56,64,51,66,63,57,50,34,62,68,55,65,37,35,36,12,13,11,6,7
241233,R. Frosler,Reeve Frosler,21,67,4,3,RB,73,40,60,67,66,57,66,34,49,63,44,68,51,48,61,68,74,72,58,58,74,51,64,71,51,35,55,60,61,52,40,52,71,69,68,12,9,11,12,11
241551,Y. Armougom,Yoël Armougom,21,67,3,2,LWB,74,44,57,65,63,59,68,32,49,65,27,65,59,45,42,64,75,73,63,62,77,75,57,64,56,43,60,65,55,45,40,53,59,69,67,13,5,14,7,13
244960,Bruno Costa,Bruno Xavier Almeida Costa,22,67,3,3,RES,67,63,68,72,49,60,63,58,46,73,55,71,67,55,71,73,71,63,75,59,77,74,46,67,56,66,64,45,62,67,57,63,55,48,49,12,9,12,12,5
245159,Juan Ibiza,Juan Fernández Blanco,23,67,3,2,LCB,60,34,46,50,67,63,42,25,66,59,37,39,36,36,44,64,57,62,46,65,61,50,67,59,65,32,64,67,34,36,46,57,65,70,69,10,9,5,11,13
251677,Bernardo Martins,Bernardo Brites Martins,21,67,3,3,SUB,70,60,66,70,31,57,65,57,35,68,56,70,70,67,65,71,70,70,72,64,71,70,55,59,62,56,43,25,66,65,63,60,38,29,25,13,5,11,6,14
252138,M. Graiciar,Martin Graiciar,20,67,3,2,SUB,74,62,52,65,25,64,47,66,69,59,62,65,46,42,48,67,75,74,67,58,56,63,55,53,68,49,72,25,70,54,66,60,18,18,24,14,14,9,14,6
