midfielder,defender,overall,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
0,1,69,2,3,64,40,55,66,33,65,54,37,57,66,79,77,78,63,73,46,82,83,67,44,76,59,55,51,45,61,68,67,65
0,1,69,3,3,61,61,63,66,31,69,47,42,62,66,78,83,77,65,77,64,74,60,71,60,69,67,62,68,51,64,68,70,67
1,0,69,2,3,64,66,66,70,58,71,61,60,66,73,70,70,77,64,71,68,82,69,75,71,78,67,72,62,56,70,65,67,67
0,1,69,2,2,66,40,67,65,35,65,39,32,57,61,68,72,61,66,61,44,83,73,74,48,71,72,49,46,47,60,68,70,69
0,1,69,3,2,36,32,77,52,33,38,36,34,58,54,36,34,47,62,48,52,81,72,83,40,68,67,30,40,36,64,72,67,65
0,1,69,4,2,37,28,68,65,32,56,34,36,65,60,60,56,68,65,38,44,67,68,75,38,67,67,48,53,40,70,66,71,68
1,0,69,3,3,59,53,58,71,56,69,66,56,64,70,58,56,64,70,69,72,83,74,69,66,70,72,61,65,57,72,72,72,65
0,0,69,3,2,43,71,70,57,67,63,54,48,50,65,61,67,63,64,52,70,69,75,83,65,56,22,69,51,56,52,24,23,20
1,0,69,4,2,68,52,60,71,46,60,66,70,70,66,67,67,67,62,71,69,67,72,67,64,76,71,61,73,61,64,68,64,63
0,0,69,2,3,62,67,65,62,70,68,55,54,49,66,74,76,74,66,74,77,81,74,75,67,70,19,65,54,65,63,25,26,29
1,0,69,4,4,69,64,34,65,64,74,65,59,61,72,74,77,88,52,83,58,86,72,58,65,28,34,70,63,62,64,38,42,25
0,1,69,3,3,69,45,61,65,34,67,64,50,62,65,72,75,73,62,71,52,69,74,62,48,65,67,63,61,49,62,67,68,68
0,1,69,3,2,39,36,68,63,36,35,35,37,58,60,56,61,33,59,47,45,53,72,81,37,70,69,33,41,32,61,70,69,67
0,1,69,2,2,38,19,67,58,27,44,26,28,44,51,69,76,58,67,60,49,86,68,81,22,69,65,34,31,50,64,68,71,64
0,1,69,2,3,45,29,72,69,29,65,35,35,69,64,47,50,32,62,33,66,32,70,92,62,63,71,65,59,44,60,63,68,70
0,0,69,3,2,29,71,76,55,65,60,48,64,28,63,38,34,37,72,35,76,51,61,93,66,53,19,74,54,65,69,29,28,29
0,1,69,3,2,55,42,64,51,39,54,41,40,41,57,61,66,53,64,46,53,67,72,82,40,72,65,46,43,64,64,66,73,69
1,0,69,3,3,73,63,39,69,62,69,76,72,65,71,79,79,82,68,80,71,60,81,57,66,51,31,58,68,74,60,40,30,36
0,1,69,3,2,55,50,61,63,34,55,60,31,65,63,54,47,57,63,55,58,70,74,84,50,71,66,50,55,51,62,68,68,67
0,1,69,3,3,66,28,60,60,28,63,41,35,38,61,74,71,65,68,63,34,71,76,71,28,79,68,52,53,40,62,62,72,71
0,1,69,3,2,53,28,72,53,34,58,41,26,58,60,58,67,61,61,37,47,58,79,83,29,69,64,45,30,47,58,71,69,65
0,0,69,2,3,65,63,53,64,52,74,63,47,45,71,76,79,70,72,65,76,53,79,62,54,65,25,71,66,65,70,20,28,34
0,1,69,3,3,65,57,63,63,46,67,53,40,61,70,73,79,74,65,65,60,80,86,80,61,68,61,65,59,48,68,70,67,70
0,1,69,3,2,44,24,70,58,19,48,25,13,53,45,36,45,57,63,35,32,81,73,81,33,70,65,48,29,22,72,66,73,67
0,1,69,3,2,63,32,66,65,34,58,50,42,66,62,71,71,68,64,65,54,76,70,74,38,69,69,49,49,39,67,67,72,63
0,1,69,3,2,69,40,48,67,37,63,67,69,63,69,77,72,72,67,64,62,66,85,75,55,69,67,56,59,51,60,63,68,64
0,0,69,3,2,32,68,73,54,63,62,37,34,64,59,68,71,64,68,66,68,82,92,85,59,86,33,71,62,62,63,25,42,38
0,1,69,3,2,57,45,68,67,39,22,47,40,61,63,50,48,69,60,45,55,73,71,78,52,70,67,20,29,45,55,66,73,65
0,1,69,2,2,28,22,70,61,41,31,27,36,41,55,35,32,50,62,39,63,41,56,92,15,75,65,12,37,39,63,68,73,62
0,1,69,3,2,49,32,61,68,33,59,43,35,64,63,58,68,69,66,66,57,72,65,65,28,74,71,35,54,54,62,69,70,68
1,0,69,3,3,72,57,58,74,69,67,74,67,72,71,74,65,77,72,69,66,53,69,56,66,63,55,59,67,53,63,53,64,55
1,0,69,3,3,66,58,60,67,57,66,68,72,68,68,69,72,73,66,71,69,76,75,62,67,71,64,70,71,52,70,61,62,57
0,1,69,3,3,72,37,65,67,50,66,64,71,65,66,70,85,60,65,56,76,67,92,82,61,73,59,55,57,44,56,59,68,62
1,0,69,2,3,52,66,65,68,40,67,47,45,67,70,67,72,67,63,71,72,77,76,72,72,72,67,70,65,46,62,64,67,63
0,1,69,3,3,69,51,54,67,45,68,49,33,63,68,90,84,75,63,79,56,66,79,62,55,62,58,56,52,42,55,66,65,63
0,1,69,3,2,34,42,66,59,20,44,39,27,58,54,68,68,61,67,65,23,91,71,75,24,65,71,39,59,39,67,70,67,64
0,1,69,3,2,65,50,53,66,38,60,52,31,55,62,67,67,78,66,84,56,64,80,54,49,47,67,48,48,38,62,62,72,71
0,1,69,3,2,34,42,78,51,31,46,25,22,57,63,57,66,41,62,40,56,72,72,75,22,66,61,32,46,37,66,66,70,71
0,1,69,4,3,77,51,42,66,52,70,75,64,71,65,78,77,76,64,81,74,45,74,56,58,73,66,64,63,71,59,62,65,68
1,0,69,2,3,57,62,47,61,61,74,53,55,55,62,94,92,90,67,84,62,52,60,43,60,49,50,66,63,58,64,28,36,34
0,0,69,4,2,40,68,77,63,62,63,44,33,35,62,48,62,49,62,32,78,70,58,92,62,52,19,65,57,70,70,38,21,22
1,0,69,4,3,66,57,33,75,36,69,64,65,71,68,75,64,86,59,88,54,33,49,32,54,24,12,61,72,63,55,21,28,23
1,0,69,3,2,42,42,56,67,32,58,58,43,64,64,68,70,63,66,66,73,49,85,73,41,72,68,52,62,74,56,69,71,65
0,0,69,2,3,42,76,75,62,58,66,42,34,31,68,30,33,31,68,29,71,33,68,92,62,59,24,70,53,71,61,27,27,27
0,1,69,3,2,35,31,70,63,40,32,43,38,55,62,42,50,33,66,47,48,35,63,88,42,65,67,31,33,44,54,70,69,68
0,1,69,3,3,68,38,60,68,40,69,55,48,62,66,71,83,72,65,54,62,62,83,60,40,62,60,59,59,45,62,63,67,67
0,0,69,3,2,43,72,72,61,62,61,63,41,57,62,64,62,69,68,81,63,90,67,76,55,36,33,75,56,59,66,17,13,14
0,0,69,2,4,75,62,40,69,63,69,73,71,69,73,67,64,74,64,76,69,44,50,63,67,56,42,60,74,59,68,40,32,36
0,1,69,2,2,34,34,61,64,31,62,34,30,66,61,65,68,64,59,59,40,59,59,71,46,82,71,26,48,44,55,69,70,69
0,1,69,3,2,48,19,70,55,21,50,28,25,50,53,69,69,64,60,53,37,72,73,77,22,65,70,42,54,36,63,67,71,66
0,0,69,3,3,32,70,68,57,59,68,40,44,40,70,64,72,61,67,53,71,62,69,71,59,52,18,71,54,62,70,16,22,19
0,1,69,3,3,64,60,36,66,51,72,49,70,60,69,78,73,75,60,76,64,58,67,60,53,40,29,66,70,58,60,44,28,29
1,0,69,3,3,75,59,47,70,62,68,82,78,76,72,48,52,64,60,60,80,51,72,63,78,55,61,63,68,58,72,56,54,50
0,0,69,4,3,74,70,49,69,55,67,55,54,52,67,79,75,69,65,78,60,69,58,49,54,58,53,67,65,46,59,50,38,30
1,0,69,2,3,71,70,59,65,53,69,45,43,70,70,59,65,58,69,68,70,67,71,63,59,48,21,70,63,62,57,56,16,13
0,0,69,3,2,34,77,60,51,63,62,66,55,30,68,79,60,69,68,73,68,70,67,83,65,40,14,68,48,73,56,49,10,11
1,0,69,4,3,65,67,60,68,65,70,61,67,62,67,70,70,74,67,60,60,63,76,75,63,52,46,69,67,55,56,48,54,50
0,1,69,3,2,65,30,50,65,32,70,47,40,54,66,81,83,79,64,80,50,75,74,67,40,70,68,61,51,43,57,68,65,66
0,0,69,4,3,69,63,56,63,62,71,58,53,49,69,77,82,69,66,50,64,38,81,72,61,32,26,66,67,57,57,38,31,30
1,0,69,2,4,65,63,37,75,43,70,67,69,73,70,64,67,66,63,74,68,56,66,68,67,65,59,67,74,44,70,46,38,37
0,0,69,3,3,67,66,57,67,65,74,65,45,53,72,77,76,70,58,72,67,44,61,66,65,64,35,67,61,50,62,42,48,39
0,0,69,4,3,55,69,60,58,75,67,74,61,44,68,63,69,68,67,55,69,63,65,80,72,43,41,72,54,76,71,40,22,17
1,0,69,3,3,74,63,62,72,70,67,80,72,72,74,64,61,71,68,73,74,42,52,63,72,36,42,67,74,68,68,45,26,36
0,0,69,4,3,69,64,35,63,58,70,67,62,58,69,73,72,80,68,80,68,69,72,66,66,54,29,65,64,67,69,55,33,32
0,1,69,3,2,42,39,70,63,33,53,42,53,58,60,42,42,56,67,50,57,72,60,82,27,66,70,25,45,42,72,71,66,65
0,1,69,2,3,71,37,57,72,43,67,82,59,65,73,70,70,77,72,80,57,71,80,50,51,66,66,58,67,57,59,65,62,63
1,0,69,3,3,61,50,69,69,59,60,54,45,67,64,56,56,69,72,77,69,88,74,64,63,79,69,59,62,58,70,67,68,66
0,1,69,4,2,76,39,78,70,29,59,64,70,71,68,36,37,61,66,64,72,37,78,63,68,68,75,58,68,46,80,78,68,67
0,1,69,3,2,72,58,65,70,58,61,80,74,68,67,65,62,72,75,64,84,76,72,76,67,76,69,60,67,62,68,63,68,67
0,1,69,3,3,74,56,71,68,43,68,62,57,67,71,51,47,68,71,55,66,75,53,73,59,68,75,65,70,59,73,69,74,74
0,1,69,3,2,56,46,66,58,56,54,39,27,60,50,71,73,77,53,64,63,86,82,83,52,80,69,52,56,35,51,60,69,67
0,1,69,4,2,65,53,65,66,69,58,68,74,63,66,48,32,62,72,71,70,41,68,73,74,73,70,52,58,68,69,68,72,69
0,1,69,3,2,72,29,62,67,42,61,68,65,67,68,45,41,63,68,65,64,73,63,71,65,71,70,56,65,63,70,71,66,68
0,1,69,3,3,70,53,58,68,54,69,70,66,64,67,72,71,72,61,73,68,67,85,66,60,71,63,62,61,65,66,70,68,63
1,0,69,3,3,56,64,54,64,55,68,78,69,60,68,78,88,92,70,69,66,91,76,72,62,69,48,69,63,53,68,40,48,50
0,0,69,4,2,54,74,69,59,70,62,60,57,46,64,38,44,54,76,61,71,62,73,64,62,67,46,81,61,72,70,49,48,44
1,0,69,4,3,56,59,60,72,72,64,70,69,69,64,62,52,63,63,70,75,64,75,70,67,75,63,60,62,72,63,64,69,68
0,0,69,3,3,60,72,62,70,68,68,77,75,66,70,60,67,71,64,69,69,85,52,66,65,55,34,70,71,81,68,32,34,44
0,1,69,3,2,40,31,67,64,16,31,30,23,63,59,46,42,35,71,47,45,71,66,77,40,61,71,34,46,36,68,69,69,68
0,1,69,3,2,26,16,68,59,22,35,12,11,55,52,45,41,47,66,50,51,80,68,90,30,70,66,12,21,12,66,64,67,66
0,0,69,3,2,49,68,76,58,69,62,49,43,57,65,68,63,74,66,76,69,91,76,73,66,92,36,71,56,69,68,46,49,38
1,0,69,2,3,67,65,59,74,60,68,63,27,68,72,66,61,65,67,77,53,72,50,60,50,58,64,69,72,59,68,60,68,64
0,1,69,3,2,45,58,72,69,47,50,44,41,68,59,30,31,56,66,56,38,80,71,82,37,71,62,42,39,36,67,66,70,65
1,0,69,3,2,37,35,65,67,57,52,41,37,61,63,48,47,56,68,65,70,78,75,76,30,88,68,21,49,36,64,70,72,65
1,0,69,3,2,67,71,68,67,74,62,44,53,62,65,66,67,70,68,72,69,71,71,65,65,61,22,69,67,65,65,35,12,13
0,1,69,3,2,61,46,66,67,44,47,56,49,72,57,48,50,59,65,58,76,80,74,79,69,76,67,50,33,45,57,70,68,62
1,0,69,3,3,62,64,32,69,52,74,58,42,59,73,79,76,85,66,92,73,74,62,47,71,69,35,66,60,70,67,43,45,48
1,0,69,4,3,62,47,39,71,60,74,72,67,70,74,67,54,72,60,83,65,71,59,45,59,58,69,59,72,64,72,65,60,55
0,0,69,3,2,66,68,59,67,63,69,65,59,59,62,76,79,69,68,64,72,76,71,75,71,75,40,71,62,52,70,40,40,26
0,1,69,2,2,62,49,70,64,57,62,62,72,63,60,59,49,62,67,63,81,70,65,76,67,67,69,42,55,64,64,62,72,68
0,1,69,3,2,46,52,71,64,56,57,45,65,67,68,30,34,44,73,34,72,80,66,81,64,68,71,49,64,64,71,68,64,59
1,0,69,4,2,62,40,53,68,57,57,68,52,64,65,67,63,67,65,73,71,71,79,75,59,78,68,48,58,59,70,70,69,68
1,0,69,3,3,70,60,52,64,47,76,68,58,55,69,74,75,79,65,71,69,68,67,67,68,65,29,67,66,54,65,45,49,35
0,1,69,2,2,30,16,72,56,18,35,27,30,53,49,39,40,43,64,47,50,70,66,81,25,76,64,31,37,32,60,72,68,66
1,0,69,4,3,68,65,52,67,68,70,69,68,64,73,61,58,71,65,67,72,49,76,63,70,47,62,67,71,71,67,63,68,59
0,0,69,3,3,60,68,70,65,69,65,71,44,60,64,54,65,55,68,54,74,65,69,76,66,73,24,72,63,80,71,32,27,25
0,0,69,3,3,45,75,81,56,67,56,56,60,48,65,54,47,50,67,44,74,32,63,80,58,70,25,71,57,75,68,30,32,28
1,0,69,3,2,68,61,62,70,54,62,67,73,66,66,74,68,70,68,77,70,69,73,69,64,68,67,64,72,60,65,68,64,65
0,1,69,2,2,31,43,75,52,38,33,21,57,38,55,49,50,37,62,34,53,70,76,85,27,71,68,26,45,45,61,63,67,69
0,1,69,3,3,68,65,75,65,52,70,68,69,53,71,79,52,74,70,69,73,83,81,80,67,68,56,73,68,67,62,37,65,64
0,1,69,4,2,56,46,73,63,39,55,57,48,59,59,42,36,50,67,41,63,44,54,85,50,67,65,44,57,49,63,70,71,63
0,0,69,3,3,65,66,77,65,73,67,53,43,55,70,53,53,64,64,63,72,73,60,79,67,56,33,69,65,70,71,37,25,23
0,1,69,3,2,36,35,69,59,46,45,41,31,53,57,47,48,67,68,38,61,82,54,84,40,71,64,31,40,51,65,66,68,65
0,1,69,2,2,69,32,55,71,35,63,54,45,56,66,67,69,69,65,64,54,72,71,68,39,62,67,54,54,49,63,71,66,68
0,1,69,4,2,40,28,72,51,14,30,32,28,45,47,53,50,57,62,58,54,82,42,79,29,70,68,30,46,30,69,71,69,65
0,1,69,3,2,28,18,72,51,17,33,28,22,34,46,33,34,34,66,37,33,52,36,90,11,76,64,34,36,35,55,68,71,69
0,0,69,2,3,49,70,72,57,59,57,51,44,52,63,62,71,57,65,51,67,68,73,89,62,48,15,75,59,72,73,34,16,13
0,0,69,3,2,40,72,73,62,62,59,62,45,52,69,54,51,73,60,56,70,82,62,81,65,52,20,73,55,72,66,45,18,13
0,1,69,3,2,60,40,57,64,48,65,48,31,53,61,70,66,70,69,79,61,81,80,66,42,85,67,48,36,52,50,66,73,70
0,1,69,3,2,56,20,69,64,17,45,34,40,59,59,32,31,56,70,58,39,78,69,80,42,68,67,58,47,31,59,67,66,66
0,1,69,2,2,33,31,61,47,32,41,31,32,44,48,50,33,33,69,77,42,82,70,89,42,74,66,29,21,42,69,69,74,64
0,1,69,4,3,66,41,52,65,48,69,42,46,55,67,74,79,78,70,86,66,86,75,49,45,67,67,61,55,43,70,66,66,69
0,1,69,3,2,58,38,70,55,39,51,46,30,49,56,69,63,55,73,68,48,88,62,72,41,71,69,55,43,43,56,67,69,66
1,0,69,3,3,58,57,57,65,51,64,21,63,65,67,69,67,75,72,69,79,68,62,62,70,77,70,55,59,67,67,69,71,68
0,1,69,3,2,40,15,71,61,28,39,35,25,62,54,42,52,56,67,47,43,74,61,82,31,65,72,34,46,42,65,61,71,66
0,1,69,4,3,70,60,46,67,64,67,64,66,65,67,77,77,73,63,72,72,51,80,67,74,62,61,66,67,64,59,67,70,65
0,1,69,3,2,58,44,65,59,49,56,48,42,58,68,64,78,66,63,59,59,80,71,78,51,70,64,43,52,69,65,63,70,68
0,0,69,3,3,36,65,70,68,71,68,62,69,50,70,51,55,69,69,58,69,67,70,89,64,56,33,73,56,70,66,32,18,19
0,1,69,3,2,67,42,62,68,34,60,59,34,53,63,38,40,57,64,66,63,70,50,84,35,76,68,60,59,52,67,67,68,67
0,1,69,3,2,70,21,66,67,45,67,64,32,66,63,70,69,72,70,65,57,75,76,71,45,70,67,45,57,44,68,69,68,69
0,0,69,4,4,67,65,33,70,58,73,65,69,55,71,90,77,93,69,92,66,63,71,31,44,38,47,65,71,59,63,34,21,22
0,0,69,3,2,55,69,73,65,62,62,43,51,36,66,64,73,67,67,59,70,82,64,73,62,70,32,67,61,71,64,19,32,24
0,1,69,4,3,73,49,65,68,51,66,69,44,61,69,68,66,68,65,73,66,74,62,64,62,70,68,59,63,54,62,69,70,71
0,0,69,4,3,60,72,80,64,66,67,61,63,62,68,47,44,66,67,57,69,67,60,73,72,43,29,68,65,58,71,44,32,30
0,1,69,3,2,30,14,73,53,13,32,25,42,58,58,67,73,59,65,58,44,90,78,80,19,72,65,44,44,39,60,68,69,60
1,0,69,4,3,67,70,72,70,64,75,71,66,61,71,74,72,77,62,82,70,78,74,39,69,60,31,67,63,73,69,56,19,24
0,1,69,2,2,53,39,74,66,37,32,25,54,64,55,44,66,48,68,55,38,69,65,77,26,65,70,21,46,44,54,60,70,68
1,0,69,3,3,57,49,67,67,57,68,49,64,65,69,58,51,56,66,64,80,77,72,85,70,73,66,64,64,55,70,60,69,66
0,1,69,3,2,68,48,55,60,19,57,59,61,59,63,74,79,72,66,70,77,91,89,83,68,76,70,47,43,63,65,71,65,61
0,1,69,3,2,61,33,63,64,34,55,39,29,48,65,40,31,53,74,58,56,48,65,78,50,75,68,46,31,55,76,76,71,59
0,1,69,2,3,65,63,56,70,48,68,67,67,62,67,80,75,63,63,70,52,69,70,65,48,70,67,58,72,59,50,68,70,67
0,0,69,3,3,66,66,53,70,59,73,66,62,62,72,71,70,74,63,61,71,62,64,70,61,42,33,68,65,67,70,32,28,24
0,1,69,3,3,66,49,57,65,51,66,59,47,58,69,70,75,69,66,69,73,67,75,69,54,77,69,64,46,51,65,66,70,68
1,0,69,2,2,48,40,45,68,48,62,63,55,65,66,64,55,71,72,76,64,66,79,74,58,84,65,44,63,61,74,62,67,63
1,0,69,4,4,60,66,31,64,66,72,72,64,61,71,87,89,85,62,84,69,59,62,34,64,49,45,60,66,57,65,49,47,45
1,0,69,4,2,61,41,51,67,48,65,64,58,56,67,73,67,77,70,80,64,72,64,59,55,78,69,49,53,48,68,69,72,73
0,1,69,3,2,46,24,62,57,31,46,45,35,56,53,59,67,57,50,62,50,80,65,82,29,83,65,41,49,35,59,68,69,73
0,1,69,3,2,49,24,72,55,24,48,37,32,52,53,68,61,73,65,70,47,82,66,73,39,70,67,19,25,48,62,69,69,69
1,0,69,3,3,58,57,51,67,49,67,66,59,68,70,59,50,72,73,72,59,85,82,70,61,59,74,53,71,70,64,60,60,59
1,0,69,4,3,61,56,51,74,57,68,64,62,62,71,72,67,85,71,83,67,75,80,54,67,57,67,49,68,59,78,65,58,47
1,0,69,4,3,72,66,58,69,64,66,70,57,65,69,70,75,74,68,74,71,45,73,70,60,64,65,65,57,55,69,64,65,66
0,1,69,2,3,67,47,59,62,32,68,61,29,59,65,83,79,72,66,68,70,82,74,64,50,60,65,65,54,48,67,66,69,67
0,0,69,3,2,37,70,73,60,62,62,61,49,50,65,67,67,68,65,53,69,84,82,84,59,64,34,70,54,67,70,43,36,30
1,0,69,4,3,66,61,61,73,64,67,69,68,69,70,64,68,66,63,65,77,58,71,70,72,74,64,62,68,64,58,65,67,65
1,0,69,3,3,56,54,65,68,60,68,60,52,67,68,66,63,69,72,65,61,65,83,80,57,68,64,63,67,65,67,73,69,65
1,0,69,4,2,57,61,41,72,52,59,72,67,69,70,68,70,77,64,82,71,68,77,69,68,68,63,66,70,68,65,59,69,70
1,0,69,3,2,58,31,46,68,42,53,51,56,64,62,64,52,63,57,68,69,83,79,75,59,79,69,46,64,54,62,70,72,67
0,1,69,3,3,70,43,62,66,35,64,61,44,60,65,73,67,71,63,63,62,87,77,66,43,65,65,60,61,49,65,67,72,65
1,0,69,3,3,58,43,68,68,52,66,48,57,67,68,57,66,60,66,63,59,69,72,72,53,70,69,52,61,55,65,68,69,66
1,0,69,4,3,65,66,47,67,65,69,73,74,51,70,73,81,76,66,70,73,68,66,65,66,39,42,66,65,72,49,41,37,35
1,0,69,4,3,58,53,18,69,50,70,67,59,68,72,84,68,85,69,79,59,74,77,34,59,63,55,65,69,50,64,53,56,51
0,0,69,3,3,56,68,64,57,68,74,72,66,58,71,74,74,70,55,50,74,76,73,84,72,80,41,65,69,69,61,28,39,32
0,1,69,4,3,66,60,59,69,59,65,65,54,59,68,66,70,65,68,68,72,73,77,71,57,72,66,65,62,52,70,66,70,70
0,1,69,3,3,66,45,53,68,59,68,72,59,60,67,69,72,70,69,67,64,62,76,71,51,71,71,61,65,37,67,64,68,67
1,0,69,3,3,41,52,37,75,42,71,72,60,72,70,51,44,79,59,58,63,63,52,78,57,68,69,59,67,40,76,62,69,64
0,1,69,2,2,27,36,70,57,25,39,43,28,59,45,34,33,36,63,37,51,71,66,91,24,81,71,29,32,20,64,61,68,65
0,1,69,3,2,48,33,68,63,43,49,51,49,55,55,45,62,47,68,50,47,61,72,76,40,72,69,29,33,55,69,66,69,70
0,1,69,3,2,67,58,56,65,53,63,58,50,60,65,87,86,84,67,75,62,76,72,71,48,78,67,50,50,56,61,57,62,66
1,0,69,3,2,46,52,68,64,42,60,44,58,64,68,45,36,37,65,43,75,71,78,89,61,74,68,52,59,59,67,65,73,66
0,0,69,4,3,65,59,61,66,58,72,58,40,60,70,78,81,84,64,81,73,84,71,52,64,80,55,69,68,46,66,58,51,36
0,1,69,3,2,32,22,71,61,34,48,49,46,58,54,36,37,60,61,42,61,81,60,86,35,78,68,30,43,49,55,65,65,60
1,0,69,4,3,69,66,62,62,63,72,62,68,59,73,78,78,81,56,79,67,69,71,62,68,34,38,59,63,67,65,52,48,34
0,0,69,3,3,64,70,71,65,60,64,53,53,59,67,67,62,66,64,36,64,67,72,84,62,68,23,69,59,68,65,23,23,23
0,0,69,3,3,54,71,71,59,61,58,58,56,53,65,66,70,62,66,66,67,65,78,84,59,58,33,68,54,70,65,37,35,34
1,0,69,4,3,65,65,41,62,57,69,74,70,61,67,80,82,87,61,74,75,44,86,75,68,65,45,67,61,62,64,44,55,45
1,0,69,4,3,65,66,62,62,56,69,59,56,59,65,86,81,78,70,77,65,85,80,76,63,53,60,68,57,62,63,21,47,32
1,0,69,4,3,59,63,55,69,60,63,59,66,66,69,68,67,73,68,75,67,68,80,62,66,74,65,64,67,64,64,60,66,60
0,1,69,3,2,40,18,72,69,34,53,37,30,69,62,39,35,36,64,37,50,69,64,80,24,64,71,58,52,41,63,68,63,65
1,0,69,4,3,71,70,67,77,66,71,68,71,70,71,78,75,66,61,77,70,61,72,64,66,51,60,64,63,65,62,61,56,62
0,0,69,1,3,65,67,52,68,67,68,72,72,59,71,91,92,94,68,92,65,83,92,62,70,49,16,68,65,56,65,13,14,14
0,1,69,3,2,79,43,66,67,35,54,79,70,70,63,67,70,69,64,67,70,77,75,75,55,79,65,48,63,56,70,60,69,67
0,1,69,3,2,36,49,71,63,27,33,25,28,62,57,46,50,50,63,35,71,76,74,83,43,78,66,53,52,59,62,68,66,60
0,1,69,3,2,59,35,70,66,36,62,60,59,62,65,70,75,61,67,63,60,65,76,72,45,70,65,57,46,50,65,68,66,66
0,1,69,4,2,41,22,62,60,13,46,44,48,56,56,63,61,66,65,63,55,85,68,74,21,69,70,28,49,42,59,66,69,68
0,1,69,2,3,65,50,55,68,56,69,53,36,58,68,74,75,74,67,65,67,62,81,72,65,68,64,64,60,47,67,62,72,67
1,0,69,3,3,56,46,49,70,42,70,53,52,68,68,75,69,71,65,68,59,72,82,59,55,68,69,58,63,47,62,67,64,63
0,1,69,3,3,70,48,58,71,30,69,75,71,65,71,71,65,69,69,61,74,72,70,60,67,80,67,68,63,65,62,65,69,69
0,1,69,3,2,50,22,74,54,24,30,40,21,53,49,39,53,37,55,32,49,70,73,92,24,83,60,26,23,30,60,64,66,66
1,0,69,4,3,64,72,59,75,63,73,52,52,67,75,75,74,61,64,58,70,50,70,68,71,43,38,65,66,57,70,64,51,34
0,0,69,2,3,62,64,61,63,50,76,44,43,49,74,77,75,79,67,72,67,74,52,47,55,55,25,65,62,69,66,39,30,25
1,0,69,4,3,66,59,46,65,43,67,54,36,57,63,86,90,81,63,88,63,81,81,43,52,50,62,67,63,59,56,61,66,63
0,0,69,2,2,53,67,60,60,54,66,62,29,48,62,89,92,87,62,72,77,93,72,65,60,64,13,68,57,59,58,25,25,16
1,0,69,3,3,67,61,53,68,59,70,71,59,59,65,91,89,89,57,67,67,58,71,62,59,64,48,68,56,80,61,33,45,39
1,0,69,3,3,63,64,58,67,51,65,68,49,54,66,84,80,69,66,69,68,61,77,56,60,57,42,67,65,58,65,48,37,23
1,0,69,3,3,59,51,61,72,52,66,57,52,70,70,74,69,71,68,72,68,66,76,72,62,68,65,59,67,54,64,62,63,62
1,0,69,3,3,67,68,57,71,70,65,72,68,68,67,50,52,63,74,77,75,65,86,78,69,81,49,72,72,70,71,50,50,38
1,0,69,3,3,51,65,56,71,48,71,50,61,65,69,62,65,76,56,82,67,66,90,72,62,81,64,65,65,52,62,67,67,59
1,0,69,3,2,46,32,74,71,35,61,39,41,64,68,69,72,72,70,62,68,81,74,78,61,71,62,54,64,62,64,59,70,68
1,0,69,3,3,68,61,68,70,65,66,71,70,63,68,78,74,81,70,84,73,70,71,48,70,42,31,68,62,53,56,31,24,27
0,1,69,3,2,71,35,66,61,53,62,34,39,62,55,68,73,71,68,64,62,63,88,73,46,74,74,53,35,61,65,65,65,63
1,0,69,4,3,63,68,56,67,59,69,62,41,53,68,83,82,71,64,71,70,68,69,69,64,50,27,68,64,59,59,45,27,20
0,0,69,4,2,59,63,65,61,60,67,61,54,58,61,95,95,82,70,68,68,81,94,69,61,61,40,67,62,62,67,50,28,29
0,1,69,2,3,65,54,70,65,47,67,72,72,63,64,73,78,74,66,53,74,72,71,74,57,54,65,61,55,30,61,64,69,67
1,0,69,3,3,62,61,49,63,58,73,36,35,58,69,85,89,82,63,79,70,74,74,64,66,33,27,65,58,64,57,45,23,19
1,0,69,3,2,46,57,71,71,29,49,36,31,73,65,34,35,39,64,59,45,41,53,77,28,80,67,53,59,72,70,69,72,64
1,0,69,2,3,64,68,58,68,41,68,53,59,56,69,79,73,72,71,65,73,72,81,68,58,47,14,72,48,66,67,42,17,13
0,1,69,3,2,64,42,72,65,29,59,60,34,65,61,76,73,72,64,66,31,84,83,68,56,73,63,55,58,56,57,71,65,71
0,0,69,2,3,62,63,60,64,41,71,52,47,62,69,78,80,78,62,69,60,77,66,72,52,51,47,73,59,61,67,30,39,25
0,0,69,4,2,43,71,69,56,70,58,45,40,44,63,71,77,63,64,57,75,74,81,84,68,58,39,65,45,69,59,36,21,18
1,0,69,3,3,75,63,55,69,58,72,60,75,65,72,56,50,71,64,51,78,49,69,74,75,68,57,70,69,59,66,55,50,36
0,0,69,3,3,51,68,55,60,51,68,44,50,45,70,92,91,91,66,88,65,69,66,77,55,41,32,67,60,60,63,25,32,20
0,1,69,3,3,60,45,60,65,44,68,55,47,59,66,79,79,81,64,87,69,88,81,45,67,75,65,65,42,55,54,66,69,68
